singer,lyrics,label,score
Barış Manço,Aman avcı vurma beni Ben yaralı ay balam yaralıyam Yaralıyam ben yaralı Avcı vurmuş ay balam yaralıyam Bir taş attım çaya düştü Çaydan bir çift ay balam tuna uçtu Benim gönlüm sana düştü Senin gönlün ay balam kime düştü Bu dağlarda ceylan gezer Tırnakların ay balam taşla ezer Ben o yare neylemişem O yar benden ay balam ırak gezer,negative,0.8992120623588562
Barış Manço,Aman yavaş aheste Sabırlı derviş murada ermiş Acelesi olana ağır ol demiş Aman demiş aheste Aman yavaş aheste Tizi reftar olanın payine dağmen dolaşır Erişir menzili maksuda aheste giden Aheste çek kürekleri aheste Perdedari mikoned der kasrı Kayzer ankebut Bum nevbet mizedend der târemi Efrâsiyâb Aman yavaş aheste Söz gümüşse sükut altınmış Demek ki susmak daha kıymetli Sessiz sakin durmak varken Konuşup yorulana bilmem ne demeli Aman yavaş aheste,negative,0.9508925676345824
Barış Manço,Sabah seher vakti düştüm yola Anam sordu nire oğlum böyle Dedim ana fazla sorma bağrım yanık yeter sorma Seher vakti düştüm yola Günler boyu yol aldım durmadım Pınar başlarında konakladım Dağlar taşlar geçit verdi  Çayır çimen kilim serdi Seher vakti düştüm yola Ben bir yeşil gözlü yar sevmiştim  Gece gündüz başın beklemiştim Bir kış günü vakit çaldı Yarim son uykuya daldı Uyanmadı gitti uzaklara Yıllarca kurda kuşa dert yandım Zaman geçer unuturum sandım Kerem derdiyle yanarmış Mecnunsa ölüp solarmış Benim derdim vurdu beni yola Sorarlar Barış ne edersin orda Nasıl ağır gelmez mi ki sıla İşte içim döktüm sormayın artık tanrı aşkına Benim derdim vurdu beni yola,positive,0.5611760020256042
Barış Manço,Sınıfın en güzel kızı o yalnız geziyor kimse ona yaklaşamıyor Yine koltuğunda koca koca kitaplar kütüphaneden geliyor Baktım bir cilt şair Mehmet Akif İki büyük kitap Fatih Sultan Mehmet Üç kalın cilt Mevlana birde Mimar Sinan Döndü bana dediki eğer beni seviyorsan  Eğer kalbime girmek istiyorsan Önce bunları anla beni iyi dinle Beş şair bir abide İki abide bir sultan Beş sultan bir düşünür İki düşünür ise bir mimar Düşün taşın bütün gece Benim kalbim bir bilmece Kalbimin bir kilidi var İşte sana anahtar En sevdiği şair Mehmet Akif Bir abide Fatih Sultan Mehmet Hayranım dedi Sinan bir de Mevlana Gece annem evde dedi oğlum neyin var Yemeden içmeden kesildin yine Dedim anne kalbimin sahibi var aşık oldum delicesine Bir gün Akif okuyor bir gün Mevlana Bir Fatihe Hayranmış bir de Sinana Hem tarihe meraklıymış hem de sanata Annem dedi oğlum anlamadım ben Vazgeç bu sevdadan bu kız fazla akıllı Ah beim saf oğlum ah oğlum anlamadın mı Beş şair bir abide İki abide bir sultan Beş sultan bir düşünür İki düşünür ise bir mimar Düşün taşın bütün gece Benim kalbim bir bilmece Kalbimin bir kilidi var İşte sana anahtar En sevdiği şair Mehmet Akif Bir abide Fatih Sultan Mehmet Hayranım dedi Sinan bir de Mevlana Aşkın gözü kör olurmuş  Annem galiba haklı Kafama fena takıldı bu kız çok akıllı Beş şair bir abide İki abide bir sultan Beş sultan bir düşünür İki düşünür ise bir mimar Düşün taşın bütün gece Benim kalbim bir bilmece Kalbimin bir kilidi var İşte sana anahtar Beş Akif bir saat kulesi İki kule bir Fatih Beş fatih bir Mevlana İki Mevlana bir Sinan,negative,0.5738276839256287
Barış Manço,Hava ayaz mı ayaz ellerim ceplerimde  Bir türkü tutturmuşum duyuyorsun değil mi Çalacak bir kapım yok mutluluğa hasretim  Artık sokaklar benim görüyorsun değil mi  Zaman akmıyor sanki saatler durmuş bugün  Sonsuz yalnızlığımda bir tek sen varsın bugün  Ya dön bana artık duyuyor musun beni  Ya çık git dünyamdan anlıyorsun değil mi  Bir resmin kalmış bende tam ortadan yırtılmış  Hani siyah kazaklı biliyorsun değil mi  Gözlerimden süzülen birkaç damla anıda  Senin sıcaklığın var anlıyorsun değil mi,positive,0.8014442324638367
Barış Manço,Kaç yıl oldu saymadım köyden göçeli Mevsimler geldi geçti görüşmeyeli Hiç haber göndermedin o günden beri Yoksa bana küstün mü unuttun mu beni Dün yine seni andım gözlerim doldu O tatlı günlerimiz bir anı oldu Ayrılık geldi başa katlanmak gerek Seni çok çok özledim arkadaşım eşek Arkadaşım eş arkadaşım şek arkadaşım eşek Yaban tayları çayırda tepişiyor mu Çilli horoz kedilerle dövüşüyor mu Sarıkız minik buzağıyı sütten kesti mi Kuzularla oğlaklar sevişiyor mu Uzun kulaklarını son bir kez salla Tüm eski dostlarımdan bir haber yolla Ayrılık geldi başa katlanmak gerek Seni çok çok özledim arkadaşım eşek  Arkadaşım eş arkadaşım şek arkadaşım eşek,positive,0.8075531721115112
Barış Manço,Sabahın yemişi bir tane kişmiş sabahın yemişi bir tane kişmiş Giderim gelirem ardıma düşme ay Osman Giderim gelirem ardıma düşme ay Osman Yürü hayırüha geçmişem elden yürü hayırüha geçmişem elden Ayrılık vadesi içmişim elden ay Osman Ayrılık vadesi içmişim elden ay Osman Sabahın yemişi bir tane kişmiş sabahın yemişi bir tane kişmiş Uyandım nazlı yar ellere gitmiş ay Osman  Uyandım nazlı yar ellere gitmiş ay Osman  Yürü hayırüha geçmişem elden yürü hayırüha geçmişem elden Ayrılık vadesi içmişim elden ay Osman Ayrılık vadesi içmişim elden ay Osman Sabahın yemişi bir tane elma sabahın yemişi bir tane elma İlahi canımı al yarimi alma ay Osman İlahi canımı al yarimi alma ay Osman Yürü hayırüha geçmişem elden yürü hayırüha geçmişem elden Ayrılık vadesi içmişim elden ay Osman Ayrılık vadesi içmişim elden ay Osman,negative,0.9942558407783508
Barış Manço,Sabah yeli ılgıt ılgıt eserken seher vakti bir güzele vuruldum  Al dudakta inci dişi bu dünyada yok bir eşi  Seher vakti bir güzele vuruldum  Aynalı kemer ince bele bu can kurban tatlı dile  Seher vakti bir güzele vuruldum  Mor menekşe nergiz dizmiş boynuna  Kuşluk vakti aldı beni koynuna  Cıvıldaşır dudu kuşu sanki bülbülün ötüşü  Seher vakti bir güzele vuruldum Aynalı kemer ince bele bu can kurban tatlı dile  Seher vakti bir güzele vuruldum  Akşam oldu gün kavuştu sessizce  Dedi güzel ayrılık vardı bize  Uzakta bir baykuş öttü gül bahçemde diken bitti  Seher vakti bir güzele vuruldum  Aynalı kemer ince bele bu can kurban tatlı dile  Seher vakti bir güzele vuruldum,negative,0.8838219046592712
Barış Manço,Fikrimden geceler yatabilmirem Bu fikri başımdan atabilmirem Neyleyim ki sene çatabilmirem Ayrılık ayrılık aman ayrılık Herbir dertten olar yaman ayrılık Uzundur hicrimden gara geceler Bilmirem men gidim hara geceler Vuruptur gelbime yara geceler Ayrılık ayrılık aman ayrılık Her bir dertten olar yaman ayrılık,negative,0.9408021569252014
Barış Manço,Bugün hava güzel dedim ki hanıma  Haydi kalk giyin de çıkalım biraz  Bak cıvıl cıvıl kuşlar uçuyor Dalları basmış erikle kiraz Çoluk çocuk cümbür cemaat  Piknik yapalım ne dersiniz ha Ev halkı uçtu yihhu aslan baba sen çok yaşa Yolda düşündüm bizim çocuklar tanımıyorlar hayvanları Bir hayli garibime gitti doğrusu bir baba olarak verdim kararı Anında bir ters U dönüş doğru hayvanat bahçesine Biliyoruz ayıp oldu hakim bey ama zar zor girebildik içeriye Bak evladım buna ayı derler Ormandan inip şehre gelirler Biraz ağırdır hantaldır ama Armudun iyisini ayılar yerler Evet babacım ona ayı derler  Ayılar bizleri çok severler Ağır mağır hantaldır ama Armudun iyisini ayılar yerler Seninde canın günün birinde Armudun iyisini yemek isterse Sakın ha aman manava gidip te  Armutları tek tek elleme Adamın kafası bir atarsa Bayramlık ağzını bir açarsa Sana neler der biliyor musun Mahalle duyar rezil olursun A de bakayım A bi de Y de Y şimdi bi de I I Oku bakayım AYI oku bakayım AYI Maksat çoluk çoçuk öğrensin hayatın çetin yollarını Kaptırmasınlar kimseye kafalarını ve kollarını Hani baba olarak vazifemiz tabi uyandırıp ikaz etmek Uzunlar yanmıyor hakim bey kısa yoldan anlatmak gerek Hayvan sevgisi tabiki lazım ama herşey karşılıklı Ben seni seveyim sende beni say ki bozulmasın ağzımızın tadı Armudun iyisini zaten o yer bir eli yağda ötekisi balda Buramıza geldi artık hakim bey takdir sizden birazda ite kaka A de bakayım A bi de Y de Y şimdi bi de I I Oku bakayım AYI oku bakayım AYI,negative,0.6701347231864929
Barış Manço,Rüya gibi her hatıra her yaşantı bana Rüya gibi her hatıra her yaşantı bana Ne bulduysa kaybetti gönül aşktan yana Ne bulduysa kaybetti gönül aşktan yana Ömür çiçek kadar narin bir gün kadar kısa Ağlama değmez hayat bu gözyaşlarına Ağlama değmez hayat bu gözyaşlarına Her damla yaş oyuk oyuk iz bırakır kalbimde Her damla yaş oyuk oyuk iz bırakır kalbimde Hayat şarap gibidir keder de var neşe de Hayat şarap gibidir keder de var neşe de Ömür çiçek kadar narin bir gün kadar kısa Ağlama değmez hayat bu gözyaşlarına Ağlama değmez hayat bu gözyaşlarına,negative,0.5341356992721558
Barış Manço, Bahçede hanımeli Sen ettin beni deli Gel gülüm gel Sen ettin beni deli Gel Gülüm Gel Zorla güzellik olmaz Sevmeli sevdirmeli Gel gülüm gel Sevmeli sevdirmeli,negative,0.9239754676818848
Barış Manço,Seyyah oldum dolaştım şu alemi ah güzelim Senin gibi bir vefasız görmedim ben Hayırsızı kitapsızı zalimi bal böceğim Senin gibi bir insafsız görmedim ben Şu dağlarda çiçek oldum aşkından sarardım soldum Bakmadın bana bal böceğim Yollarında toprak oldum sen bastıkça ben kavruldum Görmedin beni bal böceğim Seni gidi bal böceği Kim çözecek bu bilmeceyi Ateşte yanar pervane ben oldum derdinden divane Hele gel yine gel bir gece vakti koynuma gel Hele gel yine gel bir gece vakti koynuma gel Ama benim adım bal böceği Bekleyemem ben bu geceyi Gelir de koynuna girerim ama Sonra da batırırım iğneyi Hele gel yine gel ben razıyım dön bana gel Hele gel yine gel bir gece vakti koynuma gel Ama benim adım bal böceği Bekleyemem ben bu geceyi Gelir de koynuna girerim ama Sonra da batırırım iğneyi Nedir bu çektiğim senin elinden ah güzelim Kurtar beni elalemin dilinden Bıktım usandım o bitmez nazından bal böceğim Sabır teli koptu gönül sazımdan Şu dağlarda çiçek oldum aşkından sarardım soldum Bakmadın bana bal böceğim Yollarına toprak oldum sen bastıkça ben kavruldum Görmedin beni bal böceğim Seni gidi bal böceği Kim çözecek bu bilmeceyi Ateşte yanar pervane ben oldum derdinden divane Hele gel yine gel bir gece vakti koynuma gel Hele gel yine gel bir gece vakti koynuma gel Ama benim adım bal böceği Bekleyemem ben bu geceyi Gelir de koynuna girerim ama Sonra da batırırım iğneyi Hele gel yine gel ben razıyım dön bana gel Hele gel yine gel bir gece vakti koynuma gel Ama benim adım bal böceği Bekleyemem ben bu geceyi Gelir de koynuna girerim ama Sonra da batırırım iğneyi Hele hele gelYine yine gelbir gece vakti koynuma gel Hele hele gelYine yine gelbir gece vakti koynuma gel,negative,0.8276951313018799
Barış Manço,Daha onaltı yaşına basmamıştı bal sultan Bakmaya kıyamazdım öyle güzeldi bal sultan Bir sabah dediler ki gelin oldu gitti gurbete bal sultan Yüreğime düştü ateş inanmak bal sultan Her damla yağmurda sen varsın bal sultan Her tüten dumanda yine sen bal sultan Aşk ateşiyle yanmayan nasıl ocak yaksın ki Çocukluk nedir bilmeyen nasıl çocuk baksın ki Duydum ki dalından kopmuş gül gibi solmuş gurbette bal Sultan Altın kafesteki bülbül gibi susmuş bal sultan Her damla yağmurda sen varsın bal sultan Her tüten dumanda yine sen bal sultan Bir akşam karanlığında çıkıp gitmiş bal sultan Gün batısında yıldızlarla buluşmuş bal sultan O gün bu gündür tatlı bir rüzgar eser gurbetten bal sultan Ve karanlık gecelerde ışıldar tüm yıldızlar Her damla yağmurda sen varsın bal sultan Her tüten dumanda yine sen bal sultan,positive,0.9915801286697388
Barış Manço,Bir gün bile bana sevgilim demedin hep içine attın Nerde bir güzel görsen ona baktın beni ağlattın Sabır taşı çatladı artık olamaz Seni benim elimden kimse alamaz Biz ikimiz ballı kaymak gibiyiz  aynen öyle Sana doyamam kıyamam artık olamaz Seni benim elimden kimse alamaz Biz ikimiz ballı kaymak gibiyiz Aşkın yaktı kavurdu şu yüreğimi al beni kollarına Dudaklarım sana hasret susadım öp beni kana kana Açtın kapıları yıktın kaleleri gel kır son kilidi Usulca yaklaş yaslan göğsüme çöz düğmelerimi Evet aynen öyle,positive,0.9942647814750672
Barış Manço,Turnalardan haberimi aldığın gün sevdiceğim  Gülme sakın gülme ha gülme  Alnıma bir kara yazı yazılmışki yok ilacı  Sevdiceğim gülme ha gülme  Yağmur ince ığıl ığıl ağlar  Her damlası yüreğimi dağlar  Seni bana çok görenler neyler  Karlı dağlar uzun uzun yollar  Hepsi pişman susmuş ağlar  Seni bana çok görenler neyler  Sılada kalan dertli yaşar  Sevişenler dağlar aşar  Sevdiceğim gülme ha gülme  Dağların üstünden doğdu bir yıldız  Deftere alındı  bin kız  Yollara döküldük er kişiyiz biz  Vur ha kardaş vur ha vur ha vur  Çalınan davulları düğünmü sandın  Nazlı bayrağı sen gelin mi sandın Top tüfek vuruşmayı cümbüşmü sandın  Vur ha kardaş vur ha vur ha vur  Karadeniz içinde yatar gemiler  Topçu dağları döver yer gök inler  Banu Çiçek Baykocayı bir ümit bekler  Vur ha kardaş vur ha vur ha vur  Deftere alınanların pek çoğu geri dönmedi  Banu Çiçek Baykocanın dönüşünü bekledi bekledi  Yağmur ince ığıl ığıl ağlar  Her damlası yüreğimi dağlar  Seni bana çok görenler neyler  Karlı dağlar uzun uzun yollar  Hepsi pişman susmuş ağlar  Seni bana çok görenler neyler  Yıllar geçti güz yaz oldu  Baykocaysa toprak oldu  Sil gözyaşın durma ha durma  Baykocaysa toprak oldu  Sil gözyaşın durma ha durma,positive,0.6866378784179688
Barış Manço,Elmalıdan çıktım yayan Digel bu dertlere dayan Emmim atlıdayım yayan Bebek beni el eyledi Yaktı yıktı kül eyledi of Nenni nenni bebek oy Deve var deveden yüce Deveyi yükledim gece Nicelerim anam nice Bebek beni el eyledi Yaktı yıktı kül eyledi of Nenni nenni bebek oy Ak göğüsten sütler akar Kavim kardaş yola bakar Yasım obayı yakar Bebek beni el eyledi Yaktı yıktı kül eyledi of Nenni nenni bebek oy Elmalıdan çıktım yayan Dayan hey dizlerim dayan Emmim atlıdayım yayan Bebek beni el eyledi Yaktı yıktı kül eyledi of Nenni nenni bebek oy,negative,0.9811503887176514
Barış Manço,Deli gönül sevdasını ben bilirim ben bilirim Deli gönül sevdasını ben bilirim ben bilirim Yardan ayrı kalmasını ben bilirim ben bilirim Yardan ayrı kalmasını ben bilirim ben bilirim Yumuk yumuk elleri var kömür kömür gözleri var Yumuk yumuk elleri var kömür kömür gözleri var Daha daha neleri var ben bilirim ben bilirim Daha daha neleri var ben bilirim ben bilirim Kışlalara erdi bahar tezkereye birkaç gün var Kışlalara erdi bahar tezkereye birkaç gün var Barışa da bir sorsalar ben bilirim ben bilirim Barışa da bir sorsalar ben bilirim ben bilirim Barışa da bir sorsalar ben bilirim ben bilirim Ben bilirim,positive,0.9785051345825196
Barış Manço,Bu akşam yine garip bir hüzün çöktü üstüme Hücrem soğuk bir tek sen varsın düşlerimde Demir kapı yine kapandı ağır ağır üzerime Kelepçeler yine vuruldu kilit kilit yüreğime Derin derin soluyorum seni gecelerce Duvarlara kazıdım ismini her köşeye Dudakların şeker gibiydi baldan öte baldan ziyade Pembe pembe yanakların gülden öte gülden ziyade Sabret gönül sabret sakın isyan etme Bir gün elbet bitecek bu çile isyan etme Dört kitaptan başlayalım istersen gel söze Orda öyle bir isim var ki kuldan öte kuldan ziyade Onu düşün Ona sığın O senden öte benden ziyade Bir sabah elbet güneş de doğacak penceremde Ama bil ki ateşin hala yanacak yüreğimde Gözyaşlarım akıp gidecek selden öte selden ziyade Bir canım var vereceğim maldan öte maldan ziyade Sabret gönül sabret sakın isyan etme Bir gün elbet bitecek bu çile isyan etme Dört kitaptan başlayalım istersen gel söze Orda öyle bir isim var ki kuldan öte kuldan ziyade Onu düşün Ona sığın O senden öte benden ziyade Bir ben var ki benim içimde benden öte benden ziyade Bir sen var ki senin içinde senden öte senden ziyade Bir ben var ki benim içimde benden öte benden ziyade Bir sen var ki senin içinde senden öte senden ziyade,positive,0.5050076842308044
Barış Manço,Hoşgeldin buyur paşam Kolay değil ki nasıl yaşam Öfkeli bakma sen günlere Senin de güneşin batmadan İnan kardeşim zaman alıp beni gitti Beyaz kuşlar üzerinde İnan ki kardeşim zaman bırakır seni Beyaz kanatlar üstünde Beni çağıran beklemez beni çağıran beklemez Beni çağıran beklemez beni çağıran beklemez Ne hızla gitttim bu yoldan Bakmadım sağdan soldan Çoğu bilmez ki nerelere Ne başı ne sonu belli İnan kardeşim zaman alıp beni gitti Beyaz kuşlar üzerinde İnan ki kardeşim zaman bırakır seni Beyaz kanatlar üstünde Beni çağıran beklemez beni çağıran beklemez Beni çağıran beklemez beni çağıran beklemez Neler gördüm ki ben neler Gözlerimi kapadığımda Cennetten gelen bir kızdı Rüyalarımın en güzeli İnan sevgilim zaman alıp beni gitti Beyaz kuşlar üzerinde İnan ki sevgilim zaman bıraktı beni Beyaz kanatlar üstünde Bu sana son türküm Bu son yolculuğum Götürün bedenimi denize Sulara at beni sular alsın beni Beni çağıran beklemez,positive,0.9906863570213318
Barış Manço,Bir masaldı aşkımız sisler bulutlar ardında Bir akşam bitiverdi her şey yokoldu bir anda Beyhude geçti yıllar silindi hatıralar Geride bir avuç yalan Hüzün dolu geceler buğulu pencereler İşte hepsi bu senden kalan Nasıl içim yanıyor öylesine sevdim seni Hep saklamak istedim altın kafeslerde seni Beyhude geçti yıllar silindi hatıralar Geride bir avuç yalan Hüzün dolu geceler buğulu pencereler İşte hepsi bu senden kalan Sanki gizli bir el kopardı seni benden Savurdu bir kar tanesi gibi Boş yere arıyorum sımsıcacık sevgini Bu ıslak boş sokaklarda elinden oyuncağı Alınmış çocuk gibi yalnızım sokaklarda Bir masaldı aşkımız sisler bulutlar ardında Bir akşam bitiverdi her şey yokoldu bir anda Beyhude geçti yıllar silindi hatıralar Geride bir avuç yalan Hüzün dolu geceler buğulu pencereler İşte hepsi bu senden kalan,positive,0.73053377866745
